Num_pub;Pays pub;Nb pays;Date prior;Date est expi;Date expi;Statut;Classification;Entreprise;Year pub;Year exp;Duree active
EP3154817A1;EP;7;2014-12-06;['2035-06-12'];2020-07-01;Status Active;B; Nexter Systems;2014;2020;6
EP0015236B1;EP;7;1979-02-02;0000-00-00;1988-11-18;Status Expire;C; Diffusion De Recherches Techniques Et Financieres Sa Ste;1979;1988;9
EP0253749B1;EP;14;1986-07-18;0000-00-00;2005-07-16;Status Expire;B; Omya SAS;1986;2005;19
EP0489726B1;EP;4;1989-01-09;0000-00-00;2007-09-01;Status Expire;C; Total Marketing Services SA;1989;2007;18
FR2673528A1;FR;6;1991-07-03;0000-00-00;2005-11-30;Status Expire;A; Enthermics Medical Systems;1991;2005;14
EP0453350A1;EP;6;1990-04-20;0000-00-00;1993-09-07;Status Withdr;C; Rhodia Chimie SAS;1990;1993;3
EP0700234B1;EP;5;1994-05-09;0000-00-00;2015-09-05;Status Expire;H; Ferropem SAS;1994;2015;21
EP0258146A1;EP;5;1986-08-22;0000-00-00;1991-10-08;Status Withdr;C; Societe Miniere et Metallurgique de Penarroya Rio Tinto France SAS;1986;1991;5
EP1110933B1;EP;4;1999-12-24;0000-00-00;2020-12-10;Status Expire;C; IFP Energies Nouvelles IFPEN;1999;2020;21
EP0224393A1;EP;7;1985-09-10;0000-00-00;2005-10-06;Status Expire;Y; Valeo SA;1985;2005;20
EP0339012A1;EP;9;1988-04-22;0000-00-00;2005-04-20;Status Expire;C; UCB SA;1988;2005;17
EP0530069B1;EP;5;1991-08-23;0000-00-00;2005-07-31;Status Expire;C; IFP Energies Nouvelles IFPEN;1991;2005;14
EP0458668A1;EP;5;1990-11-05;0000-00-00;1994-11-01;Status Withdr;C; Institut Pasteur de Lille Institut National de la Sante et de la Recherche Medicale INSERM;1990;1994;4
FR3029751A1;FR;1;2014-11-12;0000-00-00;2019-09-06;Status Withdr;A; Marbouty Jerome;2014;2019;5
EP0186564A1;EP;6;1984-12-14;0000-00-00;1987-11-30;Status Withdr;C; Fives Stein SA;1984;1987;3
FR2525957A2;FR;1;1981-06-19;0000-00-00;1982-02-15;Status Expire;B; Festo Maschinenfabrik Gottlieb Stoll Firma;1981;1982;1
EP0893357A1;EP;2;1997-07-25;0000-00-00;1999-07-28;Status Withdr;B; Knauf SNC;1997;1999;2
FR3075223A1;FR;1;2017-12-20;0000-00-00;2020-03-12;Status Pendin;C; Elitech Microbio;2017;2020;3
EP2882043B1;EP;3;2013-09-12;['2034-12-09'];2019-12-27;Status Active;H; FAMECA;2013;2019;6
EP0485488B1;EP;7;1989-01-08;0000-00-00;1994-07-31;Status Expire;E; FIS FULL IMAGING SYSTEM;1989;1994;5
EP0012887B1;EP;6;1978-12-22;0000-00-00;1990-08-31;Status Expire;B; International Business Machines Corp;1978;1990;12
EP3516588A1;EP;9;2016-09-23;0000-00-00;2020-05-26;Status Pendin;G; ELYDAN;2016;2020;4
EP1063216B1;EP;9;1999-06-22;0000-00-00;2009-06-19;Status Expire;C; IFP Energies Nouvelles IFPEN;1999;2009;10
EP0502775A1;EP;5;1991-05-03;0000-00-00;1995-08-27;Status Ceased;A; Saint Gobain Glass France SAS Saint Gobain Vitrage SA;1991;1995;4
EP0511108B1;EP;9;1991-04-23;0000-00-00;2011-04-24;Status Expire;C; Lesaffre et Cie SA;1991;2011;20
EP0132186B1;EP;4;1983-07-13;0000-00-00;1991-04-03;Status Expire;G; Bull SA;1983;1991;8
EP0409709A1;EP;9;1989-07-20;0000-00-00;1993-12-20;Status Ceased;C; Rhodia Chimie SAS;1989;1993;4
FR2817269A1;FR;2;2000-11-24;0000-00-00;2001-02-04;Status Pendin;A; STAT R;2000;2001;1
EP0217696B1;EP;16;1985-08-27;0000-00-00;2005-08-22;Status Expire;C; Societe Nationale des Poudres et Explosifs;1985;2005;20
EP0054998A1;EP;5;1980-12-24;0000-00-00;1990-08-31;Status Expire;H; Philips Research Suresnes Koninklijke Philips NV;1980;1990;10
EP0409716B1;EP;10;1989-07-20;0000-00-00;2004-07-31;Status Expire;C; Rhodia Chimie SAS;1989;2004;15
EP0771130B1;EP;4;1995-10-25;0000-00-00;2009-10-23;Status Expire;H; Koninklijke Philips NV;1995;2009;14
EP0519564B1;EP;7;1991-06-17;0000-00-00;2012-06-14;Status Expire;G; De la Rue Cartes et Systemes SAS;1991;2012;21
EP0839122A1;EP;15;1996-05-14;0000-00-00;2014-05-31;Status Expire;C; Saint Gobain Glass France SAS;1996;2014;18
EP0772203A1;EP;2;1995-06-11;0000-00-00;1997-11-10;Status Withdr;G; Marie G R P;1995;1997;2
EP0091386B1;EP;17;1982-03-30;0000-00-00;1997-12-02;Status Expire;C; Rio Tinto France SAS;1982;1997;15
EP0712661B1;EP;9;1994-11-15;0000-00-00;2012-11-30;Status Expire;B; IFP Energies Nouvelles IFPEN;1994;2012;18
EP0824505A2;EP;7;1996-07-03;0000-00-00;2001-12-12;Status Withdr;C; Saint Gobain Glass France SAS;1996;2001;5
FR3005829A1;FR;1;2013-05-22;['2033-05-22'];2020-01-08;Status Expire;A; AB7 INNOVATION;2013;2020;7
EP1455947B1;EP;16;2000-12-18;['2021-12-17'];2018-06-29;Status Expire;Y; AirInSpace Ltd;2000;2018;18
EP0839771B1;EP;7;1996-10-29;0000-00-00;2014-10-29;Status Expire;C; Saint Gobain Glass France SAS;1996;2014;18
FR2768702A1;FR;6;1997-09-23;0000-00-00;2010-05-31;Status Expire;B; Cryovac LLC;1997;2010;13
EP0311486A1;EP;5;1987-05-10;0000-00-00;2005-09-27;Status Expire;G; Bull SA;1987;2005;18
EP0608375B1;EP;6;1991-10-15;0000-00-00;2000-08-01;Status Expire;G; Commissariat a lEnergie Atomique et aux Energies Alternatives;1991;2000;9
EP1077588B1;EP;11;1999-08-19;0000-00-00;2020-11-26;Status Expire;Y; INVENSIL;1999;2020;21
EP0029411B1;EP;6;1979-11-15;0000-00-00;1988-09-13;Status Expire;C; Battelle Memorial Institute Geneva Research Center Battelle Memorial Institute Inc;1979;1988;9
EP0567462B1;EP;5;1990-11-10;0000-00-00;1999-07-30;Status Expire;G; Diagnostica Stago SAS Alfa Biotech SpA;1990;1999;9
EP0474536A1;EP;7;1990-03-09;0000-00-00;2005-08-21;Status Expire;C; IFP Energies Nouvelles IFPEN;1990;2005;15
EP0961756B1;EP;11;1997-10-02;0000-00-00;2018-02-07;Status Expire;C; Commissariat a lEnergie Atomique et aux Energies Alternatives;1997;2018;21
EP0457640B1;EP;5;1990-11-05;0000-00-00;2005-04-29;Status Expire;C; IFP Energies Nouvelles IFPEN;1990;2005;15
EP3331691B1;EP;6;2015-05-08;['2036-08-05'];2019-10-09;Status Active;C; EssilorLuxottica SA;2015;2019;4
EP0953535B1;EP;5;1998-04-30;0000-00-00;2007-02-02;Status Expire;B; Rieter Ingolstadt Spinnereimaschinenbau AG;1998;2007;9
EP0666626A1;EP;2;1994-08-02;0000-00-00;1997-06-24;Status Withdr;H; Legrand SA;1994;1997;3
EP0313482A1;EP;5;1987-10-20;0000-00-00;1992-06-02;Status Withdr;C; Rhodia Chimie SAS;1987;1992;5
EP1190071B1;EP;11;1994-11-25;0000-00-00;2014-06-30;Status Expire;C; Bayer Pharma AG;1994;2014;20
FR2734162A1;FR;18;1995-05-15;0000-00-00;2012-01-31;Status Expire;A; Alza Corp;1995;2012;17
EP0000801B1;EP;7;1977-08-08;0000-00-00;1993-03-07;Status Expire;B; Solvay SA;1977;1993;16
EP0314584A1;EP;5;1987-10-20;0000-00-00;1992-07-21;Status Withdr;C; Rhodia Chimie SAS;1987;1992;5
FR2727163A1;FR;2;1994-11-23;0000-00-00;2014-07-31;Status Expire;A; IMV INSTR DE MEDECINE VETERINA;1994;2014;20
FR2628215A1;FR;1;1988-02-03;0000-00-00;2007-11-30;Status Expire;G; Helena Laboratories Corp;1988;2007;19
EP0275747A1;EP;5;1986-12-30;0000-00-00;2007-12-14;Status Expire;G; Bull SA;1986;2007;21
EP0945230A1;EP;7;1998-03-25;0000-00-00;2018-03-30;Status Expire;A; France Cocktail SA;1998;2018;20
EP0046697B1;EP;5;1980-08-27;0000-00-00;1988-11-18;Status Expire;G; Bull SA;1980;1988;8
EP1003888A2;EP;17;1997-08-14;0000-00-00;2009-08-15;Status Expire;C; Institut Pasteur de Lille;1997;2009;12
EP0109318A2;EP;2;1982-11-15;0000-00-00;1988-11-24;Status Ceased;A; Nabisco Brands Inc;1982;1988;6
EP0784188B1;EP;4;1996-01-15;0000-00-00;2012-01-31;Status Expire;B; IFP Energies Nouvelles IFPEN;1996;2012;16
EP0140770A2;EP;7;1983-10-19;0000-00-00;1988-03-07;Status Withdr;C; Rhodia Chimie SAS;1983;1988;5
EP0040994B1;EP;5;1980-02-04;0000-00-00;1990-12-01;Status Expire;G; Bull SA;1980;1990;10
EP0342128B1;EP;13;1988-05-13;0000-00-00;2008-04-24;Status Expire;C; F Hoffmann La Roche AG;1988;2008;20
EP0138633B1;EP;5;1983-07-28;0000-00-00;1992-07-27;Status Expire;B; Vegla Vereinigte Glaswerke GmbH Saint Gobain Glass France SAS Saint Gobain Vitrage SA;1983;1992;9
EP0369909A1;EP;2;1988-11-15;0000-00-00;1993-03-19;Status Withdr;G; MAMBRE BENOIT AIME PALISSOT FRANCOIS RAYMOND;1988;1993;5
FR2699297A1;FR;6;1992-12-16;0000-00-00;2009-08-31;Status Expire;G; Seiko Epson Corp;1992;2009;17
EP0392931B1;EP;4;1989-04-13;0000-00-00;2005-04-13;Status Expire;G; Bull SA;1989;2005;16
EP0099763B1;EP;5;1982-08-07;0000-00-00;2002-05-19;Status Expire;G; Bull SA;1982;2002;20
FR2767336A1;FR;1;1997-08-14;0000-00-00;2010-04-30;Status Expire;C; Institut Pasteur;1997;2010;13
EP0055659B1;EP;13;1980-12-29;0000-00-00;1999-08-31;Status Expire;C; Arkema France SA;1980;1999;19
EP0544577A1;EP;11;1991-11-26;0000-00-00;2005-11-24;Status Expire;C; Saint Gobain Vitrage SA;1991;2005;14
EP0963391B1;EP;14;1997-02-28;0000-00-00;2017-03-03;Status Expire;C; Rodhia Chimie;1997;2017;20
EP0552476B1;EP;16;1992-01-24;0000-00-00;2010-12-23;Status Expire;C; Paul Wurth SA;1992;2010;18
EP0290363B1;EP;7;1987-06-05;0000-00-00;2005-05-06;Status Expire;B; Lohr Industrie SA;1987;2005;18
FR2832189A1;FR;1;2001-09-11;['2021-11-09'];2016-07-29;Status Expire;F; Renault SAS;2001;2016;15
EP0021889A1;EP;4;1979-05-31;0000-00-00;1990-04-12;Status Expire;Y; Bpifrance Financement SA;1979;1990;11
EP1088879A1;EP;6;1999-09-30;0000-00-00;2012-04-03;Status Withdr;C; IFP Energies Nouvelles IFPEN;1999;2012;13
EP0236195B1;EP;5;1986-02-14;0000-00-00;2005-02-12;Status Expire;G; Bull SA;1986;2005;19
EP3352804B1;EP;6;2015-09-25;['2036-09-22'];2020-04-29;Status Active;A; Elkem Silicones France SAS;2015;2020;5
EP3154817A1;EP;7;2014-12-06;['2035-06-12'];2020-07-01;Status Active;B; Nexter Systems;2014;2020;6
EP0015236B1;EP;7;1979-02-02;0000-00-00;1988-11-18;Status Expire;C; Diffusion De Recherches Techniques Et Financieres Sa Ste;1979;1988;9
EP0253749B1;EP;14;1986-07-18;0000-00-00;2005-07-16;Status Expire;B; Omya SAS;1986;2005;19
EP0489726B1;EP;4;1989-01-09;0000-00-00;2007-09-01;Status Expire;C; Total Marketing Services SA;1989;2007;18
FR2673528A1;FR;6;1991-07-03;0000-00-00;2005-11-30;Status Expire;A; Enthermics Medical Systems;1991;2005;14
EP0453350A1;EP;6;1990-04-20;0000-00-00;1993-09-07;Status Withdr;C; Rhodia Chimie SAS;1990;1993;3
EP0700234B1;EP;5;1994-05-09;0000-00-00;2015-09-05;Status Expire;H; Ferropem SAS;1994;2015;21
EP0258146A1;EP;5;1986-08-22;0000-00-00;1991-10-08;Status Withdr;C; Societe Miniere et Metallurgique de Penarroya Rio Tinto France SAS;1986;1991;5
EP1110933B1;EP;4;1999-12-24;0000-00-00;2020-12-10;Status Expire;C; IFP Energies Nouvelles IFPEN;1999;2020;21
EP0224393A1;EP;7;1985-09-10;0000-00-00;2005-10-06;Status Expire;Y; Valeo SA;1985;2005;20
EP0339012A1;EP;9;1988-04-22;0000-00-00;2005-04-20;Status Expire;C; UCB SA;1988;2005;17
EP0530069B1;EP;5;1991-08-23;0000-00-00;2005-07-31;Status Expire;C; IFP Energies Nouvelles IFPEN;1991;2005;14
EP0458668A1;EP;5;1990-11-05;0000-00-00;1994-11-01;Status Withdr;C; Institut Pasteur de Lille Institut National de la Sante et de la Recherche Medicale INSERM;1990;1994;4
FR3029751A1;FR;1;2014-11-12;0000-00-00;2019-09-06;Status Withdr;A; Marbouty Jerome;2014;2019;5
EP0186564A1;EP;6;1984-12-14;0000-00-00;1987-11-30;Status Withdr;C; Fives Stein SA;1984;1987;3
FR2525957A2;FR;1;1981-06-19;0000-00-00;1982-02-15;Status Expire;B; Festo Maschinenfabrik Gottlieb Stoll Firma;1981;1982;1
EP0893357A1;EP;2;1997-07-25;0000-00-00;1999-07-28;Status Withdr;B; Knauf SNC;1997;1999;2
FR3075223A1;FR;1;2017-12-20;0000-00-00;2020-03-12;Status Pendin;C; Elitech Microbio;2017;2020;3
EP2882043B1;EP;3;2013-09-12;['2034-12-09'];2019-12-27;Status Active;H; FAMECA;2013;2019;6
EP0485488B1;EP;7;1989-01-08;0000-00-00;1994-07-31;Status Expire;E; FIS FULL IMAGING SYSTEM;1989;1994;5
EP0012887B1;EP;6;1978-12-22;0000-00-00;1990-08-31;Status Expire;B; International Business Machines Corp;1978;1990;12
EP3516588A1;EP;9;2016-09-23;0000-00-00;2020-05-26;Status Pendin;G; ELYDAN;2016;2020;4
EP1063216B1;EP;9;1999-06-22;0000-00-00;2009-06-19;Status Expire;C; IFP Energies Nouvelles IFPEN;1999;2009;10
EP0502775A1;EP;5;1991-05-03;0000-00-00;1995-08-27;Status Ceased;A; Saint Gobain Glass France SAS Saint Gobain Vitrage SA;1991;1995;4
EP0511108B1;EP;9;1991-04-23;0000-00-00;2011-04-24;Status Expire;C; Lesaffre et Cie SA;1991;2011;20
US10614082B2;US;36;2011-03-10;0000-00-00;2012-02-16;Status Active;G; Black Hills IP Holdings LLC;2011;2012;1
US9659071B2;US;6;2005-07-27;0000-00-00;2011-10-10;Status Active;G; Schwegman Lundberg and Woessner PA;2005;2011;6
US10182802B2;US;12;2007-03-29;0000-00-00;2020-04-10;Status Active;A; Scarab Technology Services LLC;2007;2020;13
US10095778B2;US;6;2005-09-27;0000-00-00;2007-02-01;Status Active;G; PatentRatings LLC;2005;2007;2
US20190380849A1;US;7;2007-07-30;0000-00-00;2015-04-24;Status Pendin;A; Audubon Technologies LLC;2007;2015;8
US20180125470A1;US;6;2005-01-09;0000-00-00;2011-02-10;Status Pendin;A; Cordis Corp;2005;2011;6
US10403012B2;US;11;2007-08-06;0000-00-00;2008-06-25;Status Active;G; Dexcom Inc;2007;2008;1
US10561352B2;US;10;2008-09-19;0000-00-00;2009-10-21;Status Active;A; Dexcom Inc;2008;2009;1
AU2019202664B2;AU;11;2012-10-10;0000-00-00;2019-02-26;Status Active;C; Sangamo Therapeutics Inc;2012;2019;7
US10835672B2;US;14;2004-02-26;0000-00-00;2014-01-15;Status Active;G; Dexcom Inc;2004;2014;10
US10739509B2;US;5;2013-03-15;0000-00-00;2017-02-02;Status Active;G; Ideal Industries Lighting LLC;2013;2017;4
US10719898B2;US;8;2007-09-05;0000-00-00;2015-09-16;Status Active;G; LexisNexis Inc Relx Inc;2007;2015;8
US10741347B2;US;3;2015-06-16;['2036-04-04'];2015-06-11;Status Active;G; Hand Held Products Inc;2015;2015;0
US10366380B2;US;6;2014-04-04;0000-00-00;2015-08-04;Status Active;G; Hand Held Products Inc;2014;2015;1
US10282072B2;US;6;2007-08-22;0000-00-00;2019-04-18;Status Active;G; 9224 5489 Quebec Inc;2007;2019;12
US10143410B2;US;7;2008-03-28;0000-00-00;2010-07-08;Status Active;G; Dexcom Inc;2008;2010;2
AU2020204156B2;AU;19;2011-10-03;0000-00-00;2020-02-14;Status Active;A; ElectroCore LLC;2011;2020;9
US10820147B2;US;12;2001-04-10;0000-00-00;2015-07-03;Status Active;G; Traxcell Technologies LLC;2001;2015;14
US10789435B2;US;5;2014-07-03;0000-00-00;2014-03-06;Status Active;G; Hand Held Products Inc;2014;2014;0
US10866780B2;US;2;2014-12-15;0000-00-00;2015-11-24;Status Active;G; Hand Held Products Inc;2014;2015;1
US10529335B2;US;3;2015-08-19;0000-00-00;2019-04-24;Status Active;G; Hand Held Products Inc;2015;2019;4
US10804718B2;US;3;2015-08-01;0000-00-00;2016-12-02;Status Active;H; Hand Held Products Inc;2015;2016;1
US10259694B2;US;6;2014-12-31;0000-00-00;2015-12-09;Status Active;G; Hand Held Products Inc;2014;2015;1
US10506516B2;US;5;2015-08-26;['2035-08-26'];2015-08-17;Status Active;G; Hand Held Products Inc;2015;2015;0
US10753802B2;US;5;2015-10-09;0000-00-00;2015-08-31;Status Active;G; Hand Held Products Inc;2015;2015;0
US10867450B2;US;2;2015-12-06;0000-00-00;2017-06-08;Status Active;G; Hand Held Products Inc;2015;2017;2
US10225544B2;US;4;2015-11-19;['2037-04-14'];2016-11-16;Status Active;G; Hand Held Products Inc;2015;2016;1
US10325436B2;US;3;2015-12-31;['2037-05-29'];2017-04-03;Status Active;G; Hand Held Products Inc;2015;2017;2
US10740663B2;US;3;2015-12-08;['2035-08-12'];2015-07-24;Status Active;G; Hand Held Products Inc;2015;2015;0
US10856736B2;US;27;2012-12-31;0000-00-00;2013-06-10;Status Active;G; Dexcom Inc;2012;2013;1
AU2019200273B2;AU;32;2012-11-21;0000-00-00;2019-02-20;Status Active;C; Amgen Inc;2012;2019;7
US10612958B2;US;2;2015-07-07;['2035-12-25'];2015-07-06;Status Active;G; Hand Held Products Inc;2015;2015;0
US10593130B2;US;5;2015-05-19;['2035-05-19'];2015-05-05;Status Active;G; Hand Held Products Inc;2015;2015;0
US10621634B2;US;2;2015-08-05;0000-00-00;2015-04-27;Status Active;G; Hand Held Products Inc;2015;2015;0
US10860706B2;US;2;2015-04-24;['2035-07-18'];2015-04-08;Status Active;G; Hand Held Products Inc;2015;2015;0
US10675022B2;US;18;2006-05-19;0000-00-00;2017-08-23;Status Active;A; Ethicon LLC;2006;2017;11
EP3338713B1;EP;65;2016-12-21;0000-00-00;2020-03-11;Status Active;A; Ethicon LLC;2016;2020;4
EP3420934B1;EP;14;2017-06-27;0000-00-00;2020-03-25;Status Active;A; Ethicon LLC;2017;2020;3
US10393345B2;US;7;2015-01-19;0000-00-00;2019-07-16;Status Active;G; SMR Patents SARL;2015;2019;4
US10217967B2;US;16;2002-03-26;0000-00-00;2018-08-22;Status Active;H; Rohm Co Ltd Mitsubishi Heavy Industries Ltd;2002;2018;16
US10365550B2;US;9;2016-04-13;0000-00-00;2020-09-16;Status Active;G; Google LLC;2016;2020;4
AU2019202848B2;AU;14;2010-08-19;0000-00-00;2019-02-28;Status Active;A; ElectroCore LLC;2010;2019;9
US10684692B2;US;2;2014-06-19;0000-00-00;2020-01-16;Status Active;G; Facebook Technologies LLC;2014;2020;6
US10468793B2;US;5;2008-07-15;0000-00-00;2009-09-25;Status Active;H; D-Wave Systems Inc;2008;2009;1
US10688683B2;US;15;2016-09-14;0000-00-00;2020-01-14;Status Active;B; Armatron Systems LLC;2016;2020;4
US10429997B2;US;3;2011-06-12;0000-00-00;2013-10-24;Status Active;G; NRI R&d Patent Licensing LLC;2011;2013;2
US10596517B2;US;19;2004-08-30;0000-00-00;2017-04-24;Status Active;B; Midwest Energy Emissions Corp;2004;2017;13
US10321031B2;US;2;2011-10-06;0000-00-00;2014-08-12;Status Active;H; Flir Systems Inc;2011;2014;3
US10854243B2;US;5;2005-09-05;0000-00-00;2020-11-10;Status Active;G; Nantero Inc;2005;2020;15
US10576220B2;US;2;2012-04-05;0000-00-00;2018-02-22;Status Active;A; Intellipen Inc;2012;2018;6
US10665530B2;US;5;2015-09-30;0000-00-00;2017-06-26;Status Active;H; Microfabrica Inc;2015;2017;2
US10722323B2;US;3;2009-11-23;0000-00-00;2015-10-30;Status Active;G; Covidien LP;2009;2015;6
US10253364B2;US;12;2012-12-14;0000-00-00;2018-12-11;Status Active;C; 10X Genomics Inc;2012;2018;6
US10350353B2;US;5;2009-12-30;0000-00-00;2011-09-12;Status Active;Y; Medtronic Minimed Inc;2009;2011;2
US10844970B2;US;7;2011-12-21;0000-00-00;2014-05-03;Status Active;G; Deka Products LP;2011;2014;3
US10362958B2;US;5;2013-11-27;0000-00-00;2020-01-16;Status Active;H; Facebook Technologies LLC;2013;2020;7
US10548729B2;US;13;2009-04-05;0000-00-00;2017-10-19;Status Active;A; Valtech Cardio Ltd;2009;2017;8
US10739759B2;US;3;2011-12-21;0000-00-00;2014-01-17;Status Active;G; Deka Products LP;2011;2014;3
US10561787B2;US;3;2011-12-21;0000-00-00;2013-10-02;Status Active;G; Deka Products LP;2011;2013;2
US10857293B2;US;2;2011-12-21;0000-00-00;2013-07-01;Status Active;G; Deka Products LP;2011;2013;2
US10799166B2;US;20;2009-02-03;0000-00-00;2013-01-17;Status Active;G; Seventh Sense Biosystems Inc;2009;2013;4
US10335972B2;US;16;1999-01-10;0000-00-00;2018-08-27;Status Expire;G; Sawstop Holding LLC;1999;2018;19
US10429928B2;US;7;2013-12-11;0000-00-00;2020-01-16;Status Active;G; Facebook Technologies LLC;2013;2020;7
US10588227B2;US;9;2010-10-09;0000-00-00;2013-08-27;Status Active;H; Chatsworth Products Inc;2010;2013;3
US10675055B2;US;11;2009-02-09;0000-00-00;2011-02-16;Status Active;Y; Medtronic Minimed Inc;2009;2011;2
US10856987B2;US;5;2009-07-05;0000-00-00;2017-07-24;Status Active;A; Valtech Cardio Ltd;2009;2017;8
US10270642B2;US;1;2012-05-12;0000-00-00;2018-01-16;Status Active;G; Origin Wireless Inc;2012;2018;6
US10201414B2;US;6;2003-10-14;0000-00-00;2005-01-10;Status Active;A; Cleveland Clinic Foundation Cook Medical Technologies LLC;2003;2005;2
US9790531B2;US;4;2012-08-14;0000-00-00;2016-08-08;Status Active;C; ModernaTx Inc;2012;2016;4
US10613331B2;US;31;2015-02-17;0000-00-00;2020-09-16;Status Active;G; Google LLC;2015;2020;5
AU2018282310B2;AU;22;2012-12-31;0000-00-00;2018-03-28;Status Active;C; Janssen Biotech Inc;2012;2018;6
US10245755B2;US;42;2011-02-25;0000-00-00;2012-02-16;Status Active;B; United States Gypsum Co;2011;2012;1
US10420494B2;US;22;2009-02-07;0000-00-00;2010-10-14;Status Active;B; Dexcom Inc;2009;2010;1
US10863002B2;US;3;2013-05-24;['2033-09-05'];2013-05-23;Status Active;G; Hand Held Products Inc;2013;2013;0
US10111654B2;US;19;2004-09-20;0000-00-00;2019-10-10;Status Active;A; Intuitive Surgical Operations Inc;2004;2019;15
US10637724B2;US;1;2006-09-25;0000-00-00;2017-11-13;Status Active;G; Remot3it Inc;2006;2017;11
US10509911B2;US;8;2008-10-21;0000-00-00;2018-10-26;Status Active;G; LookOut Inc;2008;2018;10
US10660994B2;US;21;2012-12-03;0000-00-00;2019-03-05;Status Active;A; Smith and Nephew PLC;2012;2019;7
US10409765B2;US;13;1999-10-06;0000-00-00;2018-12-10;Status Expire;G; Pact Xpp Schweiz AG;1999;2018;19
US10398520B2;US;66;2006-06-13;0000-00-00;2010-02-19;Status Active;A; Intuitive Surgical Operations Inc;2006;2010;4
US10856986B2;US;9;2008-12-22;0000-00-00;2015-02-09;Status Active;A; Valtech Cardio Ltd;2008;2015;7
US10786211B2;US;3;2008-12-05;0000-00-00;2019-07-11;Status Active;G; EarlySense Ltd;2008;2019;11
US10711580B2;US;2;2008-08-20;0000-00-00;2014-08-13;Status Active;E; Foro Energy Inc;2008;2014;6
US10350068B2;US;4;2009-02-17;0000-00-00;2010-03-03;Status Active;A; Valtech Cardio Ltd;2009;2010;1
US10546438B2;US;29;2011-07-26;0000-00-00;2012-09-12;Status Active;G; Gogoro Inc Hong Kong;2011;2012;1
US10690677B2;US;8;2002-12-20;0000-00-00;2009-04-20;Status Active;G; Acea Biosciences Inc;2002;2009;7
US10594916B2;US;5;2015-04-27;0000-00-00;2019-08-19;Status Active;G; Snap-Aid Patents Ltd;2015;2019;4
US10464801B2;US;6;2004-04-12;0000-00-00;2019-12-31;Status Active;B; Medinstill Development LLC;2004;2019;15
US10787116B2;US;9;2006-11-08;0000-00-00;2020-09-23;Status Active;G; Magna Electronics Inc;2006;2020;14
US10369067B2;US;5;2008-10-28;0000-00-00;2015-10-30;Status Active;G; Covidien LP;2008;2015;7
US9999115B2;US;10;2013-03-14;0000-00-00;2019-03-04;Status Active;H; Lutron Technology Co LLC;2013;2019;6
US10664792B2;US;7;2008-05-16;0000-00-00;2017-09-29;Status Active;G; Google LLC;2008;2017;9
US10442108B2;US;9;2003-12-31;0000-00-00;2017-11-06;Status Active;B; Sawstop Holding LLC;2003;2017;14
US10521868B2;US;35;2012-10-24;0000-00-00;2014-10-27;Status Active;G; Causam Energy Inc;2012;2014;2
US10328289B2;US;9;2004-09-24;0000-00-00;2012-06-28;Status Active;A; Guided Therapy Systems LLC;2004;2012;8
US10208337B2;US;13;2005-02-08;0000-00-00;2006-05-23;Status Active;C; Takara Bio USA Inc;2005;2006;1
US10729494B2;US;6;2012-10-02;0000-00-00;2020-02-05;Status Active;A; Ethicon LLC;2012;2020;8
AU2018260975B2;AU;51;2014-05-29;0000-00-00;2018-09-26;Status Active;C; Macrogenics Inc;2014;2018;4
